date;country;grocery_pharmacy;parks;residential;retail_recreation;transit_stations;workplaces;weekday;monthday;week;month;quarter;year
2021-03-16;Thailand;16.0;-21.0;-2.0;0.0;-31.0;-4.0;1;16;11;3;1;2021
2021-03-17;South Korea;19.5;41.0;2.0;-4.5;-4.0;-2.0;2;17;11;3;1;2021
2021-03-17;Thailand;15.0;-21.0;-1.0;1.0;-31.0;-3.0;2;17;11;3;1;2021
2021-03-18;South Korea;14.5;34.0;2.0;-6.0;-5.5;-1.5;3;18;11;3;1;2021
2021-03-18;Thailand;21.0;-19.0;-3.0;6.0;-28.0;-2.0;3;18;11;3;1;2021
2021-03-19;South Korea;19.0;37.0;2.0;-4.5;-2.5;-2.5;4;19;11;3;1;2021
2021-03-19;Thailand;21.0;-19.0;-2.0;3.0;-29.0;-2.0;4;19;11;3;1;2021
2021-03-20;South Korea;11.0;-22.0;7.0;-13.5;-16.5;-8.0;5;20;11;3;1;2021
2021-03-20;Thailand;20.0;-20.0;-3.0;5.0;-29.0;4.0;5;20;11;3;1;2021
2021-03-21;South Korea;26.5;20.0;4.0;-4.0;-9.5;-8.0;6;21;11;3;1;2021
2021-03-21;Thailand;20.0;-12.0;-3.0;4.0;-29.0;0.0;6;21;11;3;1;2021
2021-03-22;South Korea;22.0;38.5;2.5;-1.0;-2.5;-1.5;0;22;12;3;1;2021
2021-03-22;Thailand;22.0;-21.0;-2.0;4.0;-29.0;-3.0;0;22;12;3;1;2021
2021-03-23;South Korea;19.5;40.0;1.0;3.0;0.5;-1.5;1;23;12;3;1;2021
2021-03-23;Thailand;22.0;-19.0;-2.0;5.0;-28.0;-3.0;1;23;12;3;1;2021
2021-03-24;South Korea;17.0;49.0;2.0;-3.5;-3.0;-2.0;2;24;12;3;1;2021
2021-03-24;Thailand;18.0;-21.0;-2.0;5.0;-27.0;-2.0;2;24;12;3;1;2021
2021-03-25;South Korea;16.5;45.0;1.5;-3.5;-3.5;-1.0;3;25;12;3;1;2021
2021-03-25;Thailand;27.0;-16.0;-4.0;12.0;-23.0;-1.0;3;25;12;3;1;2021
2021-03-26;South Korea;19.0;40.5;2.0;-4.5;-1.5;-2.0;4;26;12;3;1;2021
2021-03-26;Thailand;27.0;-16.0;-2.0;9.0;-25.0;-5.0;4;26;12;3;1;2021
2021-03-27;South Korea;10.0;-17.0;5.5;-14.0;-14.0;-8.0;5;27;12;3;1;2021
2021-03-27;Thailand;26.0;-19.0;-4.0;9.0;-23.0;6.0;5;27;12;3;1;2021
2021-03-28;South Korea;6.5;13.5;5.0;-7.0;-12.5;-11.0;6;28;12;3;1;2021
2021-03-28;Thailand;29.0;-9.0;-5.0;12.0;-23.0;1.0;6;28;12;3;1;2021
2021-03-29;South Korea;24.0;33.0;2.5;-0.5;-2.0;-0.5;0;29;13;3;1;2021
2021-03-29;Thailand;28.0;-17.0;-3.0;11.0;-25.0;-5.0;0;29;13;3;1;2021
2021-03-30;South Korea;22.5;54.5;0.0;3.5;2.5;-0.5;1;30;13;3;1;2021
2021-03-30;Thailand;25.0;-18.0;-2.0;9.0;-25.0;-5.0;1;30;13;3;1;2021
2021-03-31;South Korea;24.0;77.5;1.0;0.5;-0.5;-1.0;2;31;13;3;1;2021
2021-03-31;Thailand;28.0;-17.0;-3.0;13.0;-23.0;-4.0;2;31;13;3;1;2021
2021-04-01;South Korea;18.5;65.0;1.0;-2.5;-3.0;-0.5;3;1;13;4;2;2021
2021-04-01;Thailand;22.0;-19.0;-2.0;8.0;-22.0;-5.0;3;1;13;4;2;2021
2021-04-02;South Korea;22.0;59.0;2.0;-4.0;-1.0;-1.5;4;2;13;4;2;2021
2021-04-02;Thailand;22.0;-18.0;-2.0;6.0;-24.0;-6.0;4;2;13;4;2;2021
